PROGRAMA;CONCURSO;FOLIO;ANOPOSTULACION;ANO FALLO;RESPONSABLE PROYECTO;SEXO_RESPONSABLE;NOMBREINVEQUIPO;ROLINVEQUIPO;SEXOINVEQUIPO;INSTITUCIONEQUIPO
FONDECYT;FONDECYT REGULAR 2021;1210056;2020;2021;FANNY GUZMAN QUIMBAYO;MUJER;FANNY GUZMAN QUIMBAYO;INVESTIGADOR(A) RESPONSABLE;MUJER;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO
FONDECYT;FONDECYT REGULAR 2021;1210067;2020;2021;NICOLE JENNE;MUJER;NICOLE JENNE;INVESTIGADOR(A) RESPONSABLE;MUJER;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210077;2020;2021;MARIA MOLINOS SENANTE;MUJER;MARIA MOLINOS SENANTE;INVESTIGADOR(A) RESPONSABLE;MUJER;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210083;2020;2021;PAULA MELLADO MARTIN;MUJER;PAULA MELLADO MARTIN;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD ADOLFO IBANEZ
FONDECYT;FONDECYT REGULAR 2021;1210088;2020;2021;CATALINA BALMACEDA ERRAZURIZ;MUJER;CATALINA BALMACEDA ERRAZURIZ;INVESTIGADOR(A) RESPONSABLE;MUJER;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210142;2020;2021;GINA PECCHI SANCHEZ;MUJER;EDUARDO JOSE DELGADO RAMIREZ;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CONCEPCION
FONDECYT;FONDECYT REGULAR 2021;1210142;2020;2021;GINA PECCHI SANCHEZ;MUJER;GINA PECCHI SANCHEZ;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD DE CONCEPCION
FONDECYT;FONDECYT REGULAR 2021;1210142;2020;2021;GINA PECCHI SANCHEZ;MUJER;CATHERINE VALERIA SEPULVEDA MUNOZ;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE CONCEPCION
FONDECYT;FONDECYT REGULAR 2021;1210160;2020;2021;VERONICA FIGUEROA HUENCHO;MUJER;CRISTIAN ANDRES LAGOS FERNANDEZ;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210160;2020;2021;VERONICA FIGUEROA HUENCHO;MUJER;MAURICIO RAUL HUMBERTO OLAVARRIA GAMBI;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE SANTIAGO DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210160;2020;2021;VERONICA FIGUEROA HUENCHO;MUJER;PAULINA ANDREA VERGARA SAAVEDRA;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210160;2020;2021;VERONICA FIGUEROA HUENCHO;MUJER;VERONICA FIGUEROA HUENCHO;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210165;2020;2021;CATERINE GALAZ VALDERRAMA;MUJER;ANTONIA LARA EDWARDS;COINVESTIGADOR(A);MUJER;UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ
FONDECYT;FONDECYT REGULAR 2021;1210165;2020;2021;CATERINE GALAZ VALDERRAMA;MUJER;CATERINE GALAZ VALDERRAMA;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210165;2020;2021;CATERINE GALAZ VALDERRAMA;MUJER;MARIA FERNANDA STANG ALVA;COINVESTIGADOR(A);MUJER;UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ
FONDECYT;FONDECYT REGULAR 2021;1210172;2020;2021;MAHIA SARACOSTTI;MUJER;EDGARDO DANIEL MIRANDA ZAPATA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE LA FRONTERA
FONDECYT;FONDECYT REGULAR 2021;1210172;2020;2021;MAHIA SARACOSTTI;MUJER;HORACIO JULIO MIRANDA VARGAS;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE LA FRONTERA
FONDECYT;FONDECYT REGULAR 2021;1210172;2020;2021;MAHIA SARACOSTTI;MUJER;IRENE AMALIA SALVO AGOGLIA;COINVESTIGADOR(A);MUJER;UNIVERSIDAD ALBERTO HURTADO
FONDECYT;FONDECYT REGULAR 2021;1210172;2020;2021;MAHIA SARACOSTTI;MUJER;MAHIA SARACOSTTI;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD DE VALPARAISO
FONDECYT;FONDECYT REGULAR 2021;1210179;2020;2021;MARIA CARRASCO BARRAZA;MUJER;MARIA CARRASCO BARRAZA;INVESTIGADOR(A) RESPONSABLE;MUJER;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210228;2020;2021;MARCELA CRUCHAGA;MUJER;DIEGO JAVIER CELENTANO SSA;COINVESTIGADOR(A);HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210228;2020;2021;MARCELA CRUCHAGA;MUJER;MARCELA ANDREA CRUCHAGA;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD DE SANTIAGO DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210228;2020;2021;MARCELA CRUCHAGA;MUJER;ERNESTO FRANCISCO CASTILLO DEL BARRIO;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE SANTIAGO DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210241;2020;2021;MARTA GARCIA-HUIDOBRO CAMPOS;MUJER;MARTA GARCIA-HUIDOBRO CAMPOS;INVESTIGADOR(A) RESPONSABLE;MUJER;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210250;2020;2021;DIANA AURENQUE STEPHAN;MUJER;DIANA AURENQUE STEPHAN;INVESTIGADOR(A) RESPONSABLE;HOMBRE;UNIVERSIDAD DE SANTIAGO DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210250;2020;2021;DIANA AURENQUE STEPHAN;MUJER;JUAN ALBERTO LECAROS URZUA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DEL DESARROLLO
FONDECYT;FONDECYT REGULAR 2021;1210264;2020;2021;ANTONIA LARRAIN SUTIL;MUJER;HERNAN HERNAN COFRE MARDONDES;COINVESTIGADOR(A);HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO
FONDECYT;FONDECYT REGULAR 2021;1210264;2020;2021;ANTONIA LARRAIN SUTIL;MUJER;MARIA TERESA ROJAS FABRIS;COINVESTIGADOR(A);MUJER;UNIVERSIDAD ALBERTO HURTADO
FONDECYT;FONDECYT REGULAR 2021;1210264;2020;2021;ANTONIA LARRAIN SUTIL;MUJER;ANTONIA LARRAIN SUTIL;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD ALBERTO HURTADO
FONDECYT;FONDECYT REGULAR 2021;1210264;2020;2021;ANTONIA LARRAIN SUTIL;MUJER;CLAUDIA ANDREA VERGARA DIAZ;COINVESTIGADOR(A);MUJER;UNIVERSIDAD ALBERTO HURTADO
FONDECYT;FONDECYT REGULAR 2021;1210264;2020;2021;ANTONIA LARRAIN SUTIL;MUJER;VIVIAN ELIN SINGER BRISANOFF;COINVESTIGADOR(A);MUJER;UNIVERSIDAD ALBERTO HURTADO
FONDECYT;FONDECYT REGULAR 2021;1210283;2020;2021;RAQUEL BURROWS ARGOTE;MUJER;DANIEL CARLOS BUNOUT BARNETT;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210283;2020;2021;RAQUEL BURROWS ARGOTE;MUJER;GUILLERMO ENRIQUE SANHUEZA OLIVARES;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210283;2020;2021;RAQUEL BURROWS ARGOTE;MUJER;MARIA PAULINA CORREA BURROWS;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210283;2020;2021;RAQUEL BURROWS ARGOTE;MUJER;RAQUEL BURROWS ARGOTE;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210296;2020;2021;MARIA SEVILLA BUITRON;MUJER;CRISTOBAL ALEJANDRO MADERO CABIB;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD ALBERTO HURTADO
FONDECYT;FONDECYT REGULAR 2021;1210296;2020;2021;MARIA SEVILLA BUITRON;MUJER;PAOLA MONSERRAT BORDON TAPIA;COINVESTIGADOR(A);MUJER;UNIVERSIDAD ALBERTO HURTADO
FONDECYT;FONDECYT REGULAR 2021;1210296;2020;2021;MARIA SEVILLA BUITRON;MUJER;MARIA JESUS MONTECINOS ORTIZ;COINVESTIGADOR(A);MUJER;UNIVERSIDAD ALBERTO HURTADO
FONDECYT;FONDECYT REGULAR 2021;1210296;2020;2021;MARIA SEVILLA BUITRON;MUJER;MARIA SEVILLA BUITRON;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD ALBERTO HURTADO
FONDECYT;FONDECYT REGULAR 2021;1210310;2020;2021;ANDREA KOTTOW KEIM;MUJER;ANA CAROLINA TRAVERSO MUNNICH;COINVESTIGADOR(A);MUJER;UNIVERSIDAD AUSTRAL DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210310;2020;2021;ANDREA KOTTOW KEIM;MUJER;ANDREA KOTTOW KEIM;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD ADOLFO IBANEZ
FONDECYT;FONDECYT REGULAR 2021;1210320;2020;2021;MARIA BLANCO HERRERA;MUJER;MARIA BLANCO HERRERA;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD ANDRES BELLO
FONDECYT;FONDECYT REGULAR 2021;1210321;2020;2021;VERONICA ORQUEDA;MUJER;VERONICA ORQUEDA;INVESTIGADOR(A) RESPONSABLE;MUJER;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210331;2020;2021;BEATRIZ BUSTOS GALLARDO;MUJER;ALVARO JAVIER ROMAN CASTILLO;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE LOS LAGOS
FONDECYT;FONDECYT REGULAR 2021;1210331;2020;2021;BEATRIZ BUSTOS GALLARDO;MUJER;BEATRIZ BUSTOS GALLARDO;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210331;2020;2021;BEATRIZ BUSTOS GALLARDO;MUJER;FELIPE IRARRAZAVAL;COINVESTIGADOR(A);HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210334;2020;2021;LLERETNY RODRIGUEZ ALVAREZ;MUJER;FIDEL OVIDIO CASTRO REBOREDO;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CONCEPCION
FONDECYT;FONDECYT REGULAR 2021;1210334;2020;2021;LLERETNY RODRIGUEZ ALVAREZ;MUJER;LLERETNY RODRIGUEZ ALVAREZ;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD DE CONCEPCION
FONDECYT;FONDECYT REGULAR 2021;1210334;2020;2021;LLERETNY RODRIGUEZ ALVAREZ;MUJER;MARIO BRIONES;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CONCEPCION
FONDECYT;FONDECYT REGULAR 2021;1210335;2020;2021;ELIZABETH GUTIERREZ CARO;MUJER;ELIZABETH GUTIERREZ CARO;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210338;2020;2021;FRANCISCA GUTIERREZ CROCCO;MUJER;FRANCISCA GUTIERREZ CROCCO;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD ALBERTO HURTADO
FONDECYT;FONDECYT REGULAR 2021;1210338;2020;2021;FRANCISCA GUTIERREZ CROCCO;MUJER;PABLO PEREZ AHUMADA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD ALBERTO HURTADO
FONDECYT;FONDECYT REGULAR 2021;1210358;2020;2021;SARA MIRALLES CUEVAS;MUJER;ALEJANDRO CABRERA REINA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD TECNOLOGICA METROPOLITANA
FONDECYT;FONDECYT REGULAR 2021;1210358;2020;2021;SARA MIRALLES CUEVAS;MUJER;SARA MIRALLES CUEVAS;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD TECNOLOGICA METROPOLITANA
FONDECYT;FONDECYT REGULAR 2021;1210358;2020;2021;SARA MIRALLES CUEVAS;MUJER;DAVID RODRIGO CONTRERAS PEREZ;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CONCEPCION
FONDECYT;FONDECYT REGULAR 2021;1210358;2020;2021;SARA MIRALLES CUEVAS;MUJER;RICARDO ANDRES SALAZAR GONZALEZ;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE SANTIAGO DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210360;2020;2021;MARIA CRUZ CONTRERAS;MUJER;FELIX JOSE AGUIRRE DIAZ;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE VALPARAISO
FONDECYT;FONDECYT REGULAR 2021;1210360;2020;2021;MARIA CRUZ CONTRERAS;MUJER;FRANCISCO JAVIER JEANNERET BRITH;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD ACADEMIA DE HUMANISMO CRISTIANO
FONDECYT;FONDECYT REGULAR 2021;1210360;2020;2021;MARIA CRUZ CONTRERAS;MUJER;MARIA CRUZ CONTRERAS;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD DE VALPARAISO
FONDECYT;FONDECYT REGULAR 2021;1210360;2020;2021;MARIA CRUZ CONTRERAS;MUJER;MARIA JOSE REYES ANDREANI;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210360;2020;2021;MARIA CRUZ CONTRERAS;MUJER;MANUELA BADILLA RAJEVIC;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE VALPARAISO
FONDECYT;FONDECYT REGULAR 2021;1210431;2020;2021;CLAUDIA MONTERO MIRANDA;MUJER;CLAUDIA MONTERO MIRANDA;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD DE VALPARAISO
FONDECYT;FONDECYT REGULAR 2021;1210431;2020;2021;CLAUDIA MONTERO MIRANDA;MUJER;GRACIELA RUBIO SOTO;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE VALPARAISO
FONDECYT;FONDECYT REGULAR 2021;1210431;2020;2021;CLAUDIA MONTERO MIRANDA;MUJER;LEONORA EUGENIA REYES JEDLICKI;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210440;2020;2021;PRISCILLA BREBI MIEVILLE;MUJER;CLAUDIO ENRIQUE RETAMAL VILLARROEL;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD SAN SEBASTIAN
FONDECYT;FONDECYT REGULAR 2021;1210440;2020;2021;PRISCILLA BREBI MIEVILLE;MUJER;KURT LEOPOLDO BUCHEGGER MENA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE LA FRONTERA
FONDECYT;FONDECYT REGULAR 2021;1210440;2020;2021;PRISCILLA BREBI MIEVILLE;MUJER;MARJORIE KATHERINE DE LA FUENTE LOPEZ;COINVESTIGADOR(A);MUJER;CLINICA LAS CONDES
FONDECYT;FONDECYT REGULAR 2021;1210440;2020;2021;PRISCILLA BREBI MIEVILLE;MUJER;PRISCILLA BREBI MIEVILLE;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD DE LA FRONTERA
FONDECYT;FONDECYT REGULAR 2021;1210440;2020;2021;PRISCILLA BREBI MIEVILLE;MUJER;CARMEN GLORIA ILI GANGAS;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE LA FRONTERA
FONDECYT;FONDECYT REGULAR 2021;1210440;2020;2021;PRISCILLA BREBI MIEVILLE;MUJER;LORENA ANDREA AGUILAR GUZMAN;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210442;2020;2021;VIVIANA MERUANE NARANJO;MUJER;RAFAEL OMAR RUIZ GARCIA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210442;2020;2021;VIVIANA MERUANE NARANJO;MUJER;VIVIANA MERUANE NARANJO;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210442;2020;2021;VIVIANA MERUANE NARANJO;MUJER;RUBEN MARCOS FERNANDEZ URRUTIA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210455;2020;2021;MYRNA VILLEGAS DIAZ;MUJER;MYRNA VILLEGAS DIAZ;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210477;2020;2021;ANA MUNOZ GARCIA;MUJER;ANA MUNOZ GARCIA;INVESTIGADOR(A) RESPONSABLE;HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210477;2020;2021;ANA MUNOZ GARCIA;MUJER;HILLARY CARROLL HINER;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DIEGO PORTALES
FONDECYT;FONDECYT REGULAR 2021;1210477;2020;2021;ANA MUNOZ GARCIA;MUJER;ANDREA LIRA;COINVESTIGADOR(A);MUJER;PARTICULAR
FONDECYT;FONDECYT REGULAR 2021;1210490;2020;2021;VALERIA DEL CAMPO SFEIR;MUJER;CRISTIAN ALEJANDRO RAMIREZ BUSTOS;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD TECNICA FEDERICO SANTA MARIA
FONDECYT;FONDECYT REGULAR 2021;1210490;2020;2021;VALERIA DEL CAMPO SFEIR;MUJER;VALERIA DEL CAMPO SFEIR;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD TECNICA FEDERICO SANTA MARIA
FONDECYT;FONDECYT REGULAR 2021;1210490;2020;2021;VALERIA DEL CAMPO SFEIR;MUJER;JONATHAN CORREA PUERTA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD TECNICA FEDERICO SANTA MARIA
FONDECYT;FONDECYT REGULAR 2021;1210490;2020;2021;VALERIA DEL CAMPO SFEIR;MUJER;PABLO DANIEL FERRADA MARTINEZ;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE ANTOFAGASTA
FONDECYT;FONDECYT REGULAR 2021;1210490;2020;2021;VALERIA DEL CAMPO SFEIR;MUJER;PATRICIO HABERLE TAPIA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD TECNICA FEDERICO SANTA MARIA
FONDECYT;FONDECYT REGULAR 2021;1210490;2020;2021;VALERIA DEL CAMPO SFEIR;MUJER;RICARDO ANDRES HENRIQUEZ CORREA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD TECNICA FEDERICO SANTA MARIA
FONDECYT;FONDECYT REGULAR 2021;1210503;2020;2021;MARIA MUNOZ VARGAS;MUJER;HOMERO ENRIQUE URRUTIA BRIONES;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CONCEPCION
FONDECYT;FONDECYT REGULAR 2021;1210503;2020;2021;MARIA MUNOZ VARGAS;MUJER;MARIA MUNOZ VARGAS;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD DE CONCEPCION
FONDECYT;FONDECYT REGULAR 2021;1210503;2020;2021;MARIA MUNOZ VARGAS;MUJER;MARCO ANTONIO SANDOVAL ESTRADA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CONCEPCION
FONDECYT;FONDECYT REGULAR 2021;1210506;2020;2021;CECILIA OSORIO GONNET;MUJER;ANTOINE MAILLET;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210506;2020;2021;CECILIA OSORIO GONNET;MUJER;CECILIA OSORIO GONNET;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD ALBERTO HURTADO
FONDECYT;FONDECYT REGULAR 2021;1210540;2020;2021;PAULA VILLAGRA ISLAS;MUJER;ALEJANDRO JOSE LARA SAN MARTIN;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CONCEPCION
FONDECYT;FONDECYT REGULAR 2021;1210540;2020;2021;PAULA VILLAGRA ISLAS;MUJER;PAULA VILLAGRA ISLAS;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD AUSTRAL DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210540;2020;2021;PAULA VILLAGRA ISLAS;MUJER;CRISTIAN ALEJANDRO OLIVARES RODRIGUEZ;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD AUSTRAL DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210540;2020;2021;PAULA VILLAGRA ISLAS;MUJER;RAFAEL ARANGUIZ MUNOZ;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION
FONDECYT;FONDECYT REGULAR 2021;1210540;2020;2021;PAULA VILLAGRA ISLAS;MUJER;RODOLFO E. MARDONES BARRERA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD AUSTRAL DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210542;2020;2021;LILIANA PEDRAJA REJAS;MUJER;EMILIO RENE RODRIGUEZ PONCE;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE TARAPACA
FONDECYT;FONDECYT REGULAR 2021;1210542;2020;2021;LILIANA PEDRAJA REJAS;MUJER;LILIANA PEDRAJA REJAS;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD DE TARAPACA
FONDECYT;FONDECYT REGULAR 2021;1210542;2020;2021;LILIANA PEDRAJA REJAS;MUJER;CARMEN AURORA ARANEDA GUIRRIMAN;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE TARAPACA
FONDECYT;FONDECYT REGULAR 2021;1210542;2020;2021;LILIANA PEDRAJA REJAS;MUJER;CAROLINA GUZMAN VALENZUELA;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE TARAPACA
FONDECYT;FONDECYT REGULAR 2021;1210551;2020;2021;SONIA SALVO GARRIDO;MUJER;ITALO PIETRO LUCCO TRIZANO HERMOSILLA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE LA FRONTERA
FONDECYT;FONDECYT REGULAR 2021;1210551;2020;2021;SONIA SALVO GARRIDO;MUJER;JOSE LUIS GALVEZ NIETO;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE LA FRONTERA
FONDECYT;FONDECYT REGULAR 2021;1210551;2020;2021;SONIA SALVO GARRIDO;MUJER;PAULA ANDREA ALARCON BANARES;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE LA FRONTERA
FONDECYT;FONDECYT REGULAR 2021;1210551;2020;2021;SONIA SALVO GARRIDO;MUJER;SONIA SALVO GARRIDO;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD DE LA FRONTERA
FONDECYT;FONDECYT REGULAR 2021;1210551;2020;2021;SONIA SALVO GARRIDO;MUJER;MANUEL SANTIAGO MIERES CHACALTANA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD CATOLICA DE TEMUCO
FONDECYT;FONDECYT REGULAR 2021;1210555;2020;2021;MARIA DA ROCHA VASCONCELOS QUARESMA;MUJER;CRISTOBAL ALEJANDRO VILLALOBOS DINTRANS;COINVESTIGADOR(A);HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210555;2020;2021;MARIA DA ROCHA VASCONCELOS QUARESMA;MUJER;MARIA DA ROCHA VASCONCELOS QUARESMA;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD AUTONOMA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210555;2020;2021;MARIA DA ROCHA VASCONCELOS QUARESMA;MUJER;SEBASTIAN IGNACIO MADRID PERALTA;COINVESTIGADOR(A);HOMBRE;PARTICULAR
FONDECYT;FONDECYT REGULAR 2021;1210555;2020;2021;MARIA DA ROCHA VASCONCELOS QUARESMA;MUJER;VICTOR SEBASTIAN ORELLANA CALDERON;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210563;2020;2021;LETICIA BARRIENTOS DIAZ;MUJER;HELGA LORENA WEBER RASCHEYA;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE LA FRONTERA
FONDECYT;FONDECYT REGULAR 2021;1210563;2020;2021;LETICIA BARRIENTOS DIAZ;MUJER;IRIS ANITA PEREIRA RIQUELME;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE TALCA
FONDECYT;FONDECYT REGULAR 2021;1210563;2020;2021;LETICIA BARRIENTOS DIAZ;MUJER;KATTIA REBECA NUNEZ MONTERO;COINVESTIGADOR(A);MUJER;PARTICULAR
FONDECYT;FONDECYT REGULAR 2021;1210563;2020;2021;LETICIA BARRIENTOS DIAZ;MUJER;LETICIA BARRIENTOS DIAZ;INVESTIGADOR(A) RESPONSABLE;MUJER;UNIVERSIDAD DE LA FRONTERA
FONDECYT;FONDECYT REGULAR 2021;1210563;2020;2021;LETICIA BARRIENTOS DIAZ;MUJER;PAMELA ALEJANDRA LEAL ROJAS;COINVESTIGADOR(A);MUJER;UNIVERSIDAD DE LA FRONTERA
FONDECYT;FONDECYT REGULAR 2021;1210568;2020;2021;JULIANA DE ABREU VIANNA;MUJER;ELIE POULIN;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210568;2020;2021;JULIANA DE ABREU VIANNA;MUJER;JULIANA DE ABREU VIANNA;INVESTIGADOR(A) RESPONSABLE;MUJER;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210568;2020;2021;JULIANA DE ABREU VIANNA;MUJER;JUAN CARLOS MARIN CONTRERAS;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DEL BIO-BIO
FONDECYT;FONDECYT REGULAR 2021;1210568;2020;2021;JULIANA DE ABREU VIANNA;MUJER;PATRICIO ANDRES PLISCOFF VARAS;COINVESTIGADOR(A);HOMBRE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
FONDECYT;FONDECYT REGULAR 2021;1210575;2020;2021;MARIA HERRERA OESTERHELD;MUJER;LUIS ALFREDO CAMPOS MEDINA;COINVESTIGADOR(A);HOMBRE;UNIVERSIDAD DE CHILE
