PROGRAMA;CONCURSO;FOLIO;AGNOPOSTULACION;AGNOFALLO;RESPONSABLEPROYECTO;SEXO;ROLINSTITUCION;INSTITUCION1ERNIVEL;RUTINSTITUCION;PAISINSTITUCION;REGIONINSTITUCION
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200239;2020;2020;RICARDO CABEZA PEREZ;HOMBRE;INSTITUCION ASOCIADA;INSTITUTO DE INVESTIGACIONES AGROPECUARIAS;61312000-9;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO FONDEQUIP REGIONAL, REGION DE O'HIGGINS 2019;EQUR190002;2019;2020;PAULA TORO MUJICA;MUJER;INSTITUCION ASOCIADA;INSTITUTO DE INVESTIGACIONES AGROPECUARIAS;61312000-9;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO FONDEQUIP REGIONAL, REGION DE O'HIGGINS 2019;EQUR190003;2019;2020;ARIEL SALVATIERRA CASTRO;HOMBRE;INSTITUCION ASOCIADA;INSTITUTO DE INVESTIGACIONES AGROPECUARIAS;61312000-9;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO FONDEQUIP REGIONAL, REGION DE O'HIGGINS 2019;EQUR190005;2019;2020;BORIS SAGREDO DIAZ;HOMBRE;INSTITUCION BENEFICIARIA;INSTITUTO DE INVESTIGACIONES AGROPECUARIAS;61312000-9;CHILE;NO REGISTRA REGION
PIA;CONCURSO NACIONAL DE ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA PARA LA REGION DE O'HIGGINS 2019;ACTO190001;2019;2020;MANUEL PINTO CONTRERAS;HOMBRE;INSTITUCION ASOCIADA;INSTITUTO DE INVESTIGACIONES AGROPECUARIAS;61312000-9;CHILE;NO REGISTRA REGION
REGIONAL;CONCURSO DE FORTALECIMIENTO AL DESARROLLO CIENTIFICO DE CENTROS REGIONALES AÃ‘O 2020;R20F0001;2020;2020;BASILIO CARRASCO GLAVEZ;HOMBRE;INSTITUCION PARTICIPANTE;INSTITUTO DE INVESTIGACIONES AGROPECUARIAS;61312000-9;CHILE;REGION METROPOLITANA DE SANTIAGO
REGIONAL;CONCURSO DE FORTALECIMIENTO AL DESARROLLO CIENTIFICO DE CENTROS REGIONALES AÃ‘O 2020;R20F0002;2020;2020;GIOVANNI DANERI HERMOSILLA;HOMBRE;INSTITUCION PARTICIPANTE;INSTITUTO TECNOLOGICO DEL SALMON S A;96689640-K;CHILE;NO REGISTRA REGION
FONDAP;CONCURSO DE APOYO A CENTROS DE EXCELENCIA EN INVESTIGACION EN AREAS PRIORITARIAS FONDAP 2019;15200001;2020;2020;DIEGO MORATA CESPEDES;HOMBRE;INSTITUCION ASOCIADA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDAP;CONCURSO DE APOYO A CENTROS DE EXCELENCIA EN INVESTIGACION EN AREAS PRIORITARIAS FONDAP 2019;15200002;2020;2020;MIGUEL ALLENDE CONNELLY;HOMBRE;INSTITUCION ASOCIADA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200039;2020;2020;SYLVAIN FAUGERON;HOMBRE;INSTITUCION BENEFICIARIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200058;2020;2020;GINES GUERRERO HERNANDEZ;HOMBRE;INSTITUCION ASOCIADA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200085;2020;2020;CAROLINA PARRA GONZALEZ;MUJER;INSTITUCION ASOCIADA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200202;2020;2020;JORGE BABUL CATTAN;HOMBRE;INSTITUCION ASOCIADA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200234;2020;2020;MATIAS DIAZ DIAZ;HOMBRE;INSTITUCION ASOCIADA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;I CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MAYOR FONDEQUIP Â€“ AÃ±O 2020;EQY200027;2020;2020;NICOLE TISCHLER;MUJER;INSTITUCION ASOCIADA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
REGIONAL;CONCURSO DE FORTALECIMIENTO AL DESARROLLO CIENTIFICO DE CENTROS REGIONALES AÃ‘O 2020;R20F0001;2020;2020;BASILIO CARRASCO GLAVEZ;HOMBRE;INSTITUCION PARTICIPANTE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
REGIONAL;CONCURSO DE FORTALECIMIENTO AL DESARROLLO CIENTIFICO DE CENTROS REGIONALES AÃ‘O 2020;R20F0008;2020;2020;BORIS DEWITTE;HOMBRE;INSTITUCION PARTICIPANTE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200058;2020;2020;GINES GUERRERO HERNANDEZ;HOMBRE;INSTITUCION ASOCIADA;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO;81669200-8;CHILE;REGION DE VALPARAISO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200183;2020;2020;PATRICIO VALDIVIA LEFORT;HOMBRE;INSTITUCION ASOCIADA;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO;81669200-8;CHILE;REGION DE VALPARAISO
FONDEQUIP;I CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MAYOR FONDEQUIP Â€“ AÃ±O 2020;EQY200033;2020;2020;MARCOS MORENO SWITT;HOMBRE;INSTITUCION ASOCIADA;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO;81669200-8;CHILE;REGION DE VALPARAISO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200058;2020;2020;GINES GUERRERO HERNANDEZ;HOMBRE;INSTITUCION ASOCIADA;RED UNIVERSITARIA NACIONAL REUNA;72529900-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200058;2020;2020;GINES GUERRERO HERNANDEZ;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD ADOLFO IBANEZ;71543200-5;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDAP;CONCURSO DE APOYO A CENTROS DE EXCELENCIA EN INVESTIGACION EN AREAS PRIORITARIAS FONDAP 2019;15200002;2020;2020;MIGUEL ALLENDE CONNELLY;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD ANDRES BELLO;71540100-2;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200058;2020;2020;GINES GUERRERO HERNANDEZ;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD ANDRES BELLO;71540100-2;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200182;2020;2020;FELIPE AGUILAR SANDOVAL;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD ANDRES BELLO;71540100-2;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200183;2020;2020;PATRICIO VALDIVIA LEFORT;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD ANDRES BELLO;71540100-2;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;X CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO FONDEQUIP REGIONAL, REGION DE O'HIGGINS 2019;EQUR190003;2019;2020;ARIEL SALVATIERRA CASTRO;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD ANDRES BELLO;71540100-2;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200058;2020;2020;GINES GUERRERO HERNANDEZ;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD ARTURO PRAT;70777500-9;CHILE;REGION DE TARAPACA
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200058;2020;2020;GINES GUERRERO HERNANDEZ;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD AUSTRAL DE CHILE;81380500-6;CHILE;REGION DE LOS RIOS
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200182;2020;2020;FELIPE AGUILAR SANDOVAL;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD AUSTRAL DE CHILE;81380500-6;CHILE;REGION DE LOS RIOS
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200259;2020;2020;FABIOLA SANCHEZ VASQUEZ;MUJER;INSTITUCION BENEFICIARIA;UNIVERSIDAD AUSTRAL DE CHILE;81380500-6;CHILE;REGION DE LOS RIOS
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200259;2020;2020;FABIOLA SANCHEZ VASQUEZ;MUJER;INSTITUCION ASOCIADA;UNIVERSIDAD AUSTRAL DE CHILE;81380500-6;CHILE;REGION DE LOS RIOS
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200259;2020;2020;FABIOLA SANCHEZ VASQUEZ;MUJER;INSTITUCION ASOCIADA;UNIVERSIDAD AUSTRAL DE CHILE;81380500-6;CHILE;REGION DE LOS RIOS
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200259;2020;2020;FABIOLA SANCHEZ VASQUEZ;MUJER;INSTITUCION ASOCIADA;UNIVERSIDAD AUSTRAL DE CHILE;81380500-6;CHILE;REGION DE LOS RIOS
FONDEQUIP;I CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MAYOR FONDEQUIP Â€“ AÃ±O 2020;EQY200021;2020;2020;CAMILO RODRIGUEZ BELTRAN;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD AUSTRAL DE CHILE;81380500-6;CHILE;REGION DE LOS RIOS
FONDEQUIP;I CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MAYOR FONDEQUIP Â€“ AÃ±O 2020;EQY200033;2020;2020;MARCOS MORENO SWITT;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD AUSTRAL DE CHILE;81380500-6;CHILE;REGION DE LOS RIOS
PIA;CONCURSO NACIONAL DE ASIGNACION DE TIEMPO DE BUQUE OCEANOGRAFICO AGS-61 CABO DE HORNOS 2020;AUB2000006;2020;2020;JOSE IRIARTE MACHUCA;HOMBRE;INSTITUCION PATROCINANTE;UNIVERSIDAD AUSTRAL DE CHILE;81380500-6;CHILE;REGION DE LOS RIOS
REGIONAL;CONCURSO DE FORTALECIMIENTO AL DESARROLLO CIENTIFICO DE CENTROS REGIONALES AÃ‘O 2020;R20F0002;2020;2020;GIOVANNI DANERI HERMOSILLA;HOMBRE;INSTITUCION PARTICIPANTE;UNIVERSIDAD AUSTRAL DE CHILE;81380500-6;CHILE;REGION DE LOS RIOS
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200058;2020;2020;GINES GUERRERO HERNANDEZ;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD AUTONOMA CHILE SEDE TALCA;71633300-0;CHILE;NO REGISTRA REGION
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200049;2020;2020;EDUARDO FUENTES QUINTEROS;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD AUTONOMA DE CHILE;71633300-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200122;2020;2020;ALEX ECHEVERRIA VEGA;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD AUTONOMA DE CHILE;71633300-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200216;2020;2020;PAULINA TRONCOSO IRIBARREN;MUJER;INSTITUCION ASOCIADA;UNIVERSIDAD AUTONOMA DE CHILE;71633300-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;I CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MAYOR FONDEQUIP Â€“ AÃ±O 2020;EQY200027;2020;2020;NICOLE TISCHLER;MUJER;INSTITUCION ASOCIADA;UNIVERSIDAD AUTONOMA DE CHILE;71633300-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200058;2020;2020;GINES GUERRERO HERNANDEZ;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD BERNARDO O'HIGGINS;71647500-K;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200058;2020;2020;GINES GUERRERO HERNANDEZ;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD CATOLICA DE TEMUCO;71918700-5;CHILE;REGION DE LA ARAUCANIA
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200228;2020;2020;NICOLAS OTTONE;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD CATOLICA DE TEMUCO;71918700-5;CHILE;REGION DE LA ARAUCANIA
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200058;2020;2020;GINES GUERRERO HERNANDEZ;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD CATOLICA DEL MAULE;71918300-K;CHILE;REGION DEL MAULE
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200122;2020;2020;ALEX ECHEVERRIA VEGA;HOMBRE;INSTITUCION BENEFICIARIA;UNIVERSIDAD CATOLICA DEL MAULE;71918300-K;CHILE;REGION DEL MAULE
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200122;2020;2020;ALEX ECHEVERRIA VEGA;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD CATOLICA DEL MAULE;71918300-K;CHILE;REGION DEL MAULE
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200122;2020;2020;ALEX ECHEVERRIA VEGA;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD CATOLICA DEL MAULE;71918300-K;CHILE;REGION DEL MAULE
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200122;2020;2020;ALEX ECHEVERRIA VEGA;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD CATOLICA DEL MAULE;71918300-K;CHILE;REGION DEL MAULE
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200122;2020;2020;ALEX ECHEVERRIA VEGA;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD CATOLICA DEL MAULE;71918300-K;CHILE;REGION DEL MAULE
REGIONAL;CONCURSO DE FORTALECIMIENTO AL DESARROLLO CIENTIFICO DE CENTROS REGIONALES AÃ‘O 2020;R20F0001;2020;2020;BASILIO CARRASCO GLAVEZ;HOMBRE;INSTITUCION PARTICIPANTE;UNIVERSIDAD CATOLICA DEL MAULE;71918300-K;CHILE;REGION DEL MAULE
REGIONAL;CONCURSO DE FORTALECIMIENTO AL DESARROLLO CIENTIFICO DE CENTROS REGIONALES AÃ‘O 2020;R20F0008;2020;2020;BORIS DEWITTE;HOMBRE;INSTITUCION PARTICIPANTE;UNIVERSIDAD CATOLICA DEL MAULE;71918300-K;CHILE;REGION DEL MAULE
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200058;2020;2020;GINES GUERRERO HERNANDEZ;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD CATOLICA DEL NORTE;81518400-9;CHILE;REGION DE ANTOFAGASTA
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200125;2020;2020;LUIS ROJAS ARAYA;HOMBRE;INSTITUCION BENEFICIARIA;UNIVERSIDAD CATOLICA DEL NORTE;81518400-9;CHILE;REGION DE ANTOFAGASTA
REGIONAL;CONCURSO DE FORTALECIMIENTO AL DESARROLLO CIENTIFICO DE CENTROS REGIONALES AÃ‘O 2020;R20F0008;2020;2020;BORIS DEWITTE;HOMBRE;INSTITUCION PARTICIPANTE;UNIVERSIDAD CATOLICA DEL NORTE;81518400-9;CHILE;REGION DE ANTOFAGASTA
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200216;2020;2020;PAULINA TRONCOSO IRIBARREN;MUJER;INSTITUCION BENEFICIARIA;UNIVERSIDAD CENTRAL DE CHILE;70995200-5;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200058;2020;2020;GINES GUERRERO HERNANDEZ;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE ANTOFAGASTA;70791800-4;CHILE;REGION DE ANTOFAGASTA
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200183;2020;2020;PATRICIO VALDIVIA LEFORT;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE ANTOFAGASTA;70791800-4;CHILE;REGION DE ANTOFAGASTA
FONDEQUIP;I CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MAYOR FONDEQUIP Â€“ AÃ±O 2020;EQY200033;2020;2020;MARCOS MORENO SWITT;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE ANTOFAGASTA;70791800-4;CHILE;REGION DE ANTOFAGASTA
REGIONAL;CONCURSO DE FORTALECIMIENTO AL DESARROLLO CIENTIFICO DE CENTROS REGIONALES AÃ‘O 2020;R20F0008;2020;2020;BORIS DEWITTE;HOMBRE;INSTITUCION PARTICIPANTE;UNIVERSIDAD DE ANTOFAGASTA;70791800-4;CHILE;REGION DE ANTOFAGASTA
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200058;2020;2020;GINES GUERRERO HERNANDEZ;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE ATACAMA;71236700-8;CHILE;REGION DE ATACAMA
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200182;2020;2020;FELIPE AGUILAR SANDOVAL;HOMBRE;INSTITUCION BENEFICIARIA;UNIVERSIDAD DE AYSEN;61980520-8;CHILE;REGION AYSEN DEL GENERAL CARLOS IBAÃ±EZ DEL CAMPO
FONDAP;CONCURSO DE APOYO A CENTROS DE EXCELENCIA EN INVESTIGACION EN AREAS PRIORITARIAS FONDAP 2019;15200001;2020;2020;DIEGO MORATA CESPEDES;HOMBRE;INSTITUCION PATROCINANTE;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDAP;CONCURSO DE APOYO A CENTROS DE EXCELENCIA EN INVESTIGACION EN AREAS PRIORITARIAS FONDAP 2019;15200002;2020;2020;MIGUEL ALLENDE CONNELLY;HOMBRE;INSTITUCION PATROCINANTE;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200039;2020;2020;SYLVAIN FAUGERON;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200058;2020;2020;GINES GUERRERO HERNANDEZ;HOMBRE;INSTITUCION BENEFICIARIA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200058;2020;2020;GINES GUERRERO HERNANDEZ;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200085;2020;2020;CAROLINA PARRA GONZALEZ;MUJER;INSTITUCION ASOCIADA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200085;2020;2020;CAROLINA PARRA GONZALEZ;MUJER;INSTITUCION ASOCIADA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200085;2020;2020;CAROLINA PARRA GONZALEZ;MUJER;INSTITUCION ASOCIADA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200182;2020;2020;FELIPE AGUILAR SANDOVAL;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200183;2020;2020;PATRICIO VALDIVIA LEFORT;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200202;2020;2020;JORGE BABUL CATTAN;HOMBRE;INSTITUCION BENEFICIARIA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200202;2020;2020;JORGE BABUL CATTAN;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200202;2020;2020;JORGE BABUL CATTAN;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200202;2020;2020;JORGE BABUL CATTAN;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200226;2020;2020;MANUEL MALIQUEO YEVILAO;HOMBRE;INSTITUCION BENEFICIARIA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200226;2020;2020;MANUEL MALIQUEO YEVILAO;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200226;2020;2020;MANUEL MALIQUEO YEVILAO;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200226;2020;2020;MANUEL MALIQUEO YEVILAO;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2020;EQM200234;2020;2020;MATIAS DIAZ DIAZ;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
