PROGRAMA;CONCURSO;FOLIO;AGNOPOSTULACION;AGNOFALLO;RESPONSABLEPROYECTO;SEXO;ROLINSTITUCION;INSTITUCION1ERNIVEL;RUTINSTITUCION;PAISINSTITUCION;REGIONINSTITUCION
REGIONAL;III CONCURSO FORTALECIMIENTO CENTROS REGIONALES MEDIANTE PROYECTOS DE I+D. CIENCIA-TERRITORIO;R17F10006;2017;2017;MARIA GONZALEZ MIRANDA;MUJER;ENTIDAD ASOCIADA;CENTRO DE INVESTIGACION Y ENSEÃ±ANZA DE AGRICULTURA SUSTENTABLE (CIESA);NO APLICA;ARGENTINA;NO REGISTRA REGION
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170074;2017;2017;GUILLERMO SCHMEDA HIRSCHMANN;HOMBRE;INSTITUCION ASOCIADA;CENTRO DE INVESTIGACIONES DEL HOMBRE EN EL DESIERTO;65412080-3;CHILE;REGION DE ARICA Y PARINACOTA
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170092;2017;2017;OMAR PORRAS ESPINOZA;HOMBRE;INSTITUCION ASOCIADA;CENTRO REGIONAL DE ESTUDIOS EN ALIMENTOS SALUDABLES;65072516-6;CHILE;NO REGISTRA REGION
REGIONAL;IV CONCURSO DE FORTALECIMIENTO Y DESARROLLO DE CENTROS REGIONALES DE DESARROLLO CIENTIFICO Y TECNOLOGICO - 2017;R17A10001;2017;2017;MARIA ZUNIGA HANSEN;MUJER;BENEFICIARIA PRINCIPAL;CENTRO REGIONAL DE ESTUDIOS EN ALIMENTOS SALUDABLES;65072516-6;CHILE;REGION DE VALPARAISO
REGIONAL;III CONCURSO FORTALECIMIENTO CENTROS REGIONALES MEDIANTE PROYECTOS DE I+D. CIENCIA-TERRITORIO;R17F10004;2017;2017;EDUARDO CABALLERO VALDES;HOMBRE;BENEFICIARIA PRINCIPAL;CENTRO REGIONAL DE ESTUDIOS EN ALIMENTOS SALUDABLES;65072516-6;CHILE;REGION DE VALPARAISO
REGIONAL;III CONCURSO FORTALECIMIENTO CENTROS REGIONALES MEDIANTE PROYECTOS DE I+D. CIENCIA-TERRITORIO;R17F10010;2017;2017;MOISES TORRES ROMERO;HOMBRE;ENTIDAD ASOCIADA;COMERCIAL AGROPROCESOS;76230007-9;CHILE;NO REGISTRA REGION
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA Y ANILLOS DE INVESTIGACION EN CIENCIA ANTARTICA 2017. POSTULACION PRE-PROYECTO;ACT170101;2017;2017;LEOPOLDO SOTO NORAMBUENA;HOMBRE;INSTITUCION PRINCIPAL;COMISION CHILENA DE ENERGIA NUCLEAR;82983100-7;CHILE;REGION METROPOLITANA DE SANTIAGO
REGIONAL;III CONCURSO DE FORTALECIMIENTO A LA CONTINUIDAD DE CENTROS REGIONALES DE DESARROLLO CIENTIFICO Y TECNOLOGICO-2016;R16A10001;2016;2017;MOISES TORRES ROMERO;HOMBRE;ENTIDAD ASOCIADA;COMISION NACIONAL DE INVESTIGACION CIENTIFICA Y TECNOLOGICA;60915000-9;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170141;2017;2017;PABLO RICHTER DUK;HOMBRE;INSTITUCION ASOCIADA;CORPORACION CENTRO DE ESTUDIOS AVANZADOS EN ZONAS ARIDAS;65997470-3;CHILE;REGION DE COQUIMBO
REGIONAL;III CONCURSO DE FORTALECIMIENTO A LA CONTINUIDAD DE CENTROS REGIONALES DE DESARROLLO CIENTIFICO Y TECNOLOGICO-2016;R16A10003;2016;2017;CLAUDIO VASQUEZ PINTO;HOMBRE;BENEFICIARIA PRINCIPAL;CORPORACION CENTRO DE ESTUDIOS AVANZADOS EN ZONAS ARIDAS;65997470-3;CHILE;REGION DE COQUIMBO
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA EN TOPICOS DE MINERIA 2017;ACM170002;2017;2017;YASNA TAPIA FERNANDEZ;MUJER;INSTITUCION ASOCIADA;CORPORACION NACIONAL DEL COBRE;61704000-K;CHILE;NO REGISTRA REGION
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170124;2017;2017;DANIEL GONZALEZ ACUÃ±A;HOMBRE;INSTITUCION ASOCIADA;CORPORACION NACIONAL FORESTAL;61313000-4;CHILE;REGION METROPOLITANA DE SANTIAGO
REGIONAL;IV CONCURSO DE FORTALECIMIENTO Y DESARROLLO DE CENTROS REGIONALES DE DESARROLLO CIENTIFICO Y TECNOLOGICO - 2017;R17A10002;2017;2017;ANA MOTRAN FERRANDIZ;MUJER;ENTIDAD ASOCIADA;CORPORACION NACIONAL FORESTAL;61313000-4;CHILE;NO REGISTRA REGION
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA Y ANILLOS DE INVESTIGACION EN CIENCIA ANTARTICA 2017. POSTULACION PRE-PROYECTO;ACT170099;2017;2017;ALEXANDER VARGAS MILNE;HOMBRE;INSTITUCION ASOCIADA;DIRECCION DE BIBLIOTECAS, ARCHIVOS Y MUSEOS;60905000-4;CHILE;NO REGISTRA REGION
REGIONAL;III CONCURSO DE FORTALECIMIENTO A LA CONTINUIDAD DE CENTROS REGIONALES DE DESARROLLO CIENTIFICO Y TECNOLOGICO-2016;R16A10002;2016;2017;ELIANA ACUÃ±A GOMEZ;MUJER;BENEFICIARIA PRINCIPAL;FUNDACION CEQUA O CENTRO DE ESTUDIOS DEL CUATERNARIO DE FUEGO PATAGONIA Y ANTARTICA;65619090-6;CHILE;NO REGISTRA REGION
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170098;2017;2017;MARIA GONZALEZ BURGOS;MUJER;INSTITUCION ASOCIADA;FUNDACION CIENCIA PARA LA VIDA;73124100-7;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170074;2017;2017;GUILLERMO SCHMEDA HIRSCHMANN;HOMBRE;INSTITUCION ASOCIADA;FUNDACION FRAUNHOFER CHILE RESEARCH;65033192-3;CHILE;REGION METROPOLITANA DE SANTIAGO
REGIONAL;III CONCURSO DE FORTALECIMIENTO A LA CONTINUIDAD DE CENTROS REGIONALES DE DESARROLLO CIENTIFICO Y TECNOLOGICO-2016;R16A10001;2016;2017;MOISES TORRES ROMERO;HOMBRE;ENTIDAD ASOCIADA;GOBIERNO REGIONAL DE LA ARAUCANIA;72201100-7;CHILE;NO REGISTRA REGION
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170124;2017;2017;DANIEL GONZALEZ ACUÃ±A;HOMBRE;INSTITUCION ASOCIADA;ILUSTRE MUNICIPALIDAD DE CHILLAN;SIN INFORMACION;CHILE;REGION DEL BIO-BIO
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA Y ANILLOS DE INVESTIGACION EN CIENCIA ANTARTICA 2017. POSTULACION PRE-PROYECTO;ACT170099;2017;2017;ALEXANDER VARGAS MILNE;HOMBRE;INSTITUCION ASOCIADA;INSTITUTO ANTARTICO CHILENO;60605000-3;CHILE;REGION DE MAGALLANES Y LA ANTARTICA CHILENA
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170156;2017;2017;SHEILA LASCANO FARAK;MUJER;INSTITUCION ASOCIADA;INSTITUTO DE CIENCIA DE MATERIALES DE SEVILLA;NO APLICA;ESPAÃ‘A;NO REGISTRA REGION
REGIONAL;III CONCURSO FORTALECIMIENTO CENTROS REGIONALES MEDIANTE PROYECTOS DE I+D. CIENCIA-TERRITORIO;R17F10006;2017;2017;MARIA GONZALEZ MIRANDA;MUJER;ENTIDAD ASOCIADA;INSTITUTO DE DESARROLLO AGROPECUARIO;61307000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017. PROGRAMA REGIONAL;EQUVR170012;2017;2017;TAMARA CONTADOR MEJIAS;MUJER;INSTITUCION ASOCIADA;INSTITUTO DE ECOLOGIA Y BIODIVERSIDAD;65746000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA Y ANILLOS DE INVESTIGACION EN CIENCIA ANTARTICA 2017. POSTULACION PRE-PROYECTO;ACT170065;2017;2017;ELIE POULIN;HOMBRE;INSTITUCION ASOCIADA;INSTITUTO DE ECOLOGIA Y BIODIVERSIDAD;65746000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170024;2017;2017;FRANCISCO MEZA;HOMBRE;INSTITUCION ASOCIADA;INSTITUTO DE INVESTIGACIONES AGROPECUARIAS;61312000-9;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170060;2017;2017;CRISTIAN MATTAR BADER;HOMBRE;INSTITUCION ASOCIADA;INSTITUTO DE INVESTIGACIONES AGROPECUARIAS;61312000-9;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170124;2017;2017;DANIEL GONZALEZ ACUÃ±A;HOMBRE;INSTITUCION ASOCIADA;INSTITUTO DE INVESTIGACIONES AGROPECUARIAS;61312000-9;CHILE;REGION METROPOLITANA DE SANTIAGO
REGIONAL;IV CONCURSO DE FORTALECIMIENTO Y DESARROLLO DE CENTROS REGIONALES DE DESARROLLO CIENTIFICO Y TECNOLOGICO - 2017;R17A10002;2017;2017;ANA MOTRAN FERRANDIZ;MUJER;ENTIDAD ASOCIADA;INSTITUTO DE INVESTIGACIONES AGROPECUARIAS;61312000-9;CHILE;NO REGISTRA REGION
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170092;2017;2017;OMAR PORRAS ESPINOZA;HOMBRE;INSTITUCION ASOCIADA;INSTITUTO DE INVESTIGACIONES AGROPECUARIAS LA PLATINA;61312010-6;CHILE;NO REGISTRA REGION
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170188;2017;2017;VERONICA EISNER SAGUES;MUJER;INSTITUCION ASOCIADA;INSTITUTO DE NEUROCIENCIA BIOMEDICA;65059721-4;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170124;2017;2017;DANIEL GONZALEZ ACUÃ±A;HOMBRE;INSTITUCION ASOCIADA;INSTITUTO DE SALUD PUBLICA DE CHILE;61605000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
REGIONAL;IV CONCURSO DE FORTALECIMIENTO Y DESARROLLO DE CENTROS REGIONALES DE DESARROLLO CIENTIFICO Y TECNOLOGICO - 2017;R17A10002;2017;2017;ANA MOTRAN FERRANDIZ;MUJER;ENTIDAD ASOCIADA;INSTITUTO FOMENTO PESQUERO;61310000-8;CHILE;NO REGISTRA REGION
REGIONAL;IV CONCURSO DE FORTALECIMIENTO Y DESARROLLO DE CENTROS REGIONALES DE DESARROLLO CIENTIFICO Y TECNOLOGICO - 2017;R17A10002;2017;2017;ANA MOTRAN FERRANDIZ;MUJER;ENTIDAD ASOCIADA;INSTITUTO TECNOLOGICO DEL SALMON ;96689640-K;CHILE;NO REGISTRA REGION
REGIONAL;IV CONCURSO DE FORTALECIMIENTO Y DESARROLLO DE CENTROS REGIONALES DE DESARROLLO CIENTIFICO Y TECNOLOGICO - 2017;R17A10002;2017;2017;ANA MOTRAN FERRANDIZ;MUJER;ENTIDAD ASOCIADA;INTENDENCIA REGIONAL DE AYSEN;SIN INFORMACION;CHILE;NO REGISTRA REGION
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA EN TOPICOS DE MINERIA 2017;ACM170002;2017;2017;YASNA TAPIA FERNANDEZ;MUJER;INSTITUCION ASOCIADA;INVERSIONES SANTA ELIANA LIMITADA;60910000-1;CHILE;NO REGISTRA REGION
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170023;2017;2017;CLAUDIA MARDONES PEÃ±A;MUJER;INSTITUCION ASOCIADA;LABORATORIO PASTEUR S.A.;87674400-7;CHILE;REGION DEL BIO-BIO
REGIONAL;IV CONCURSO DE FORTALECIMIENTO Y DESARROLLO DE CENTROS REGIONALES DE DESARROLLO CIENTIFICO Y TECNOLOGICO - 2017;R17A10002;2017;2017;ANA MOTRAN FERRANDIZ;MUJER;ENTIDAD ASOCIADA;MINISTERIO DE AGRICULTURA;SIN INFORMACION;CHILE;NO REGISTRA REGION
REGIONAL;IV CONCURSO DE FORTALECIMIENTO Y DESARROLLO DE CENTROS REGIONALES DE DESARROLLO CIENTIFICO Y TECNOLOGICO - 2017;R17A10002;2017;2017;ANA MOTRAN FERRANDIZ;MUJER;ENTIDAD ASOCIADA;OFICINA INTERNACIONAL DEL AGUA;NO APLICA;FRANCIA;NO REGISTRA REGION
REGIONAL;IV CONCURSO DE FORTALECIMIENTO Y DESARROLLO DE CENTROS REGIONALES DE DESARROLLO CIENTIFICO Y TECNOLOGICO - 2017;R17A10002;2017;2017;ANA MOTRAN FERRANDIZ;MUJER;ENTIDAD ASOCIADA;OFICINA NACIONAL DE EMERGENCIAS DEL MINISTERIO DEL INTERIOR Y SEGURIDAD PUBLICA;60509001-k;CHILE;NO REGISTRA REGION
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170024;2017;2017;FRANCISCO MEZA;HOMBRE;INSTITUCION BENEFICIARIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170052;2017;2017;FRANCISCO SALINAS SANHUEZA;HOMBRE;INSTITUCION ASOCIADA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170060;2017;2017;CRISTIAN MATTAR BADER;HOMBRE;INSTITUCION ASOCIADA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170065;2017;2017;CRISTIAN CIFUENTES SALAZAR;HOMBRE;INSTITUCION ASOCIADA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170074;2017;2017;GUILLERMO SCHMEDA HIRSCHMANN;HOMBRE;INSTITUCION ASOCIADA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170087;2017;2017;SAMUEL HEVIA ZAMORA;HOMBRE;INSTITUCION BENEFICIARIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170098;2017;2017;MARIA GONZALEZ BURGOS;MUJER;INSTITUCION ASOCIADA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170120;2017;2017;DENIS FUENTEALBA PATIÃ±O;HOMBRE;INSTITUCION BENEFICIARIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170156;2017;2017;SHEILA LASCANO FARAK;MUJER;INSTITUCION ASOCIADA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170172;2017;2017;NELSON BARRERA ROJAS;HOMBRE;INSTITUCION BENEFICIARIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170188;2017;2017;VERONICA EISNER SAGUES;MUJER;INSTITUCION BENEFICIARIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170220;2017;2017;CLAUDIO GARCIA HERRERA;HOMBRE;INSTITUCION ASOCIADA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA EN TOPICOS DE MINERIA 2017;ACM170002;2017;2017;YASNA TAPIA FERNANDEZ;MUJER;INSTITUCION ASOCIADA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA Y ANILLOS DE INVESTIGACION EN CIENCIA ANTARTICA 2017. POSTULACION PRE-PROYECTO;ACT170001;2017;2017;GODOFREDO IOMMI TEST;HOMBRE;INSTITUCION PRINCIPAL;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA Y ANILLOS DE INVESTIGACION EN CIENCIA ANTARTICA 2017. POSTULACION PRE-PROYECTO;ACT170033;2017;2017;DOMINIK SCHLEICHER;HOMBRE;INSTITUCION ASOCIADA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA Y ANILLOS DE INVESTIGACION EN CIENCIA ANTARTICA 2017. POSTULACION PRE-PROYECTO;ACT170065;2017;2017;ELIE POULIN;HOMBRE;INSTITUCION ASOCIADA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA Y ANILLOS DE INVESTIGACION EN CIENCIA ANTARTICA 2017. POSTULACION PRE-PROYECTO;ACT170066;2017;2017;ALFREDO CRIOLLO CESPEDES;HOMBRE;INSTITUCION ASOCIADA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA Y ANILLOS DE INVESTIGACION EN CIENCIA ANTARTICA 2017. POSTULACION PRE-PROYECTO;ACT170095;2017;2017;ANDRES FUENTES CASTILLO;HOMBRE;INSTITUCION ASOCIADA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA Y ANILLOS DE INVESTIGACION EN CIENCIA ANTARTICA 2017. POSTULACION PRE-PROYECTO;ACT170097;2017;2017;ARTURO BORZUTZKY SCHACHTER;HOMBRE;INSTITUCION PRINCIPAL;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA Y ANILLOS DE INVESTIGACION EN CIENCIA ANTARTICA 2017. POSTULACION PRE-PROYECTO;ACT170121;2017;2017;RANGANATHA SITARAM;HOMBRE;INSTITUCION PRINCIPAL;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170027;2017;2017;OLIVER SCHMACHTENBERG;HOMBRE;INSTITUCION ASOCIADA;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO;81669200-8;CHILE;REGION DE VALPARAISO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170161;2017;2017;JUAN AGÃ¼ERO VASQUEZ;HOMBRE;INSTITUCION ASOCIADA;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO;81669200-8;CHILE;REGION DE VALPARAISO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170194;2017;2017;MICHAEL SEEGER PFEIFFER;HOMBRE;INSTITUCION ASOCIADA;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO;81669200-8;CHILE;REGION DE VALPARAISO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170214;2017;2017;JOSE GALLARDO MATUS;HOMBRE;INSTITUCION BENEFICIARIA;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO;81669200-8;CHILE;REGION DE VALPARAISO
REGIONAL;III CONCURSO FORTALECIMIENTO CENTROS REGIONALES MEDIANTE PROYECTOS DE I+D. CIENCIA-TERRITORIO;R17F10006;2017;2017;MARIA GONZALEZ MIRANDA;MUJER;BENEFICIARIA PRINCIPAL;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO;81669200-8;CHILE;REGION DE VALPARAISO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170075;2017;2017;RODRIGO GARCIA ALVARADO;HOMBRE;INSTITUCION ASOCIADA;READY MIX;99507560-1;CHILE;NO REGISTRA REGION
REGIONAL;IV CONCURSO DE FORTALECIMIENTO Y DESARROLLO DE CENTROS REGIONALES DE DESARROLLO CIENTIFICO Y TECNOLOGICO - 2017;R17A10002;2017;2017;ANA MOTRAN FERRANDIZ;MUJER;ENTIDAD ASOCIADA;SEREMI DE MEDIO AMBIENTE;61979930-5;CHILE;NO REGISTRA REGION
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170124;2017;2017;DANIEL GONZALEZ ACUÃ±A;HOMBRE;INSTITUCION ASOCIADA;SEREMI DE SALUD VIII REGION;61601000-K;CHILE;NO REGISTRA REGION
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170124;2017;2017;DANIEL GONZALEZ ACUÃ±A;HOMBRE;INSTITUCION ASOCIADA;SERVICIO AGRICOLA Y GANADERO;61308000-7;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170023;2017;2017;CLAUDIA MARDONES PEÃ±A;MUJER;INSTITUCION ASOCIADA;SERVICIO MEDICO LEGAL;61003000-9;CHILE;REGION METROPOLITANA DE SANTIAGO
REGIONAL;IV CONCURSO DE FORTALECIMIENTO Y DESARROLLO DE CENTROS REGIONALES DE DESARROLLO CIENTIFICO Y TECNOLOGICO - 2017;R17A10002;2017;2017;ANA MOTRAN FERRANDIZ;MUJER;ENTIDAD ASOCIADA;SERVICIO NACIONAL DE PESCA;60701004-8;CHILE;NO REGISTRA REGION
REGIONAL;IV CONCURSO DE FORTALECIMIENTO Y DESARROLLO DE CENTROS REGIONALES DE DESARROLLO CIENTIFICO Y TECNOLOGICO - 2017;R17A10002;2017;2017;ANA MOTRAN FERRANDIZ;MUJER;ENTIDAD ASOCIADA;SERVICIO NACIONAL DE TURISMO;SIN INFORMACION;CHILE;NO REGISTRA REGION
REGIONAL;IV CONCURSO DE FORTALECIMIENTO Y DESARROLLO DE CENTROS REGIONALES DE DESARROLLO CIENTIFICO Y TECNOLOGICO - 2017;R17A10002;2017;2017;ANA MOTRAN FERRANDIZ;MUJER;ENTIDAD ASOCIADA;SUBSECRETARIA DE PESCA Y ACUICULTURA;60719000-3;CHILE;NO REGISTRA REGION
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170027;2017;2017;OLIVER SCHMACHTENBERG;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD ADOLFO IBAÃ‘EZ;71543200-5;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170220;2017;2017;CLAUDIO GARCIA HERRERA;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD ADOLFO IBAÃ‘EZ;71543200-5;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEQUIP;VI CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2017;EQM170220;2017;2017;CLAUDIO GARCIA HERRERA;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD ADOLFO IBAÃ‘EZ;71543200-5;CHILE;REGION METROPOLITANA DE SANTIAGO
PIA;CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA Y ANILLOS DE INVESTIGACION EN CIENCIA ANTARTICA 2017. POSTULACION PRE-PROYECTO;ACT170037;2017;2017;NELSON LAGOS SUAREZ;HOMBRE;INSTITUCION ASOCIADA;UNIVERSIDAD ADOLFO IBAÃ‘EZ;71543200-5;CHILE;REGION METROPOLITANA DE SANTIAGO
